objectid,cdmid,title,date,year,index_description,headlines,subject,cdm_pdf_link
arg-1994-04-19,10406,"April 19th, 1994",1994-04-19,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10406/filename/arg-1994-04-19.pdf
arg-1994-04-22,10407,"April 22nd, 1994",1994-04-22,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10407/filename/arg-1994-04-22.pdf
arg-1994-04-26,10408,"April 26th, 1994",1994-04-26,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10408/filename/arg-1994-04-26.pdf
arg-1994-04-29,10409,"April 29th, 1994",1994-04-29,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10409/filename/arg-1994-04-29.pdf
arg-1994-05-03,10411,"May 3rd, 1994",1994-05-03,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10411/filename/arg-1994-05-03.pdf
arg-1994-05-06,10420,"May 6th, 1994",1994-05-06,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10420/filename/arg-1994-05-06.pdf
arg-1994-06-01,10427,"June 1st, 1994",1994-06-01,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10427/filename/arg-1994-06-01.pdf
arg-1994-06-08,10412,"June 8th, 1994",1994-06-08,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10412/filename/arg-1994-06-08.pdf
arg-1994-06-15,10413,"June 15th, 1994",1994-06-15,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10413/filename/arg-1994-06-15.pdf
arg-1994-06-22,10414,"June 22nd, 1994",1994-06-22,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10414/filename/arg-1994-06-22.pdf
arg-1994-06-29,10415,"June 29th, 1994",1994-06-29,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10415/filename/arg-1994-06-29.pdf
arg-1994-07-06,10416,"July 6th, 1994",1994-07-06,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10416/filename/arg-1994-07-06.pdf
arg-1994-07-13,10417,"July 13rd, 1994",1994-07-13,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10417/filename/arg-1994-07-13.pdf
arg-1994-07-20,10418,"July 20th, 1994",1994-07-20,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10418/filename/arg-1994-07-20.pdf
arg-1994-07-27,10419,"July 27th, 1994",1994-07-27,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10419/filename/arg-1994-07-27.pdf
arg-1994-08-03,10421,"August 3rd, 1994",1994-08-03,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10421/filename/arg-1994-08-03.pdf
arg-1994-08-26,10422,"August 26th, 1994",1994-08-26,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10422/filename/arg-1994-08-26.pdf
arg-1994-08-30,10423,"August 30th, 1994",1994-08-30,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10423/filename/arg-1994-08-30.pdf
arg-1994-09-02,10424,"September 2nd, 1994",1994-09-02,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10424/filename/arg-1994-09-02.pdf
arg-1994-09-07,10425,"September 7th, 1994",1994-09-07,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10425/filename/arg-1994-09-07.pdf
arg-1994-09-09,10426,"September 9th, 1994",1994-09-09,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10426/filename/arg-1994-09-09.pdf
arg-1994-09-13,10432,"September 13rd, 1994",1994-09-13,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10432/filename/arg-1994-09-13.pdf
arg-1994-09-16,10443,"September 16th, 1994",1994-09-16,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10443/filename/arg-1994-09-16.pdf
arg-1994-09-20,10445,"September 20th, 1994",1994-09-20,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10445/filename/arg-1994-09-20.pdf
arg-1994-09-23,10428,"September 23rd, 1994",1994-09-23,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10428/filename/arg-1994-09-23.pdf
arg-1994-09-27,10430,"September 27th, 1994",1994-09-27,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10430/filename/arg-1994-09-27.pdf
arg-1994-09-30,10431,"September 30th, 1994",1994-09-30,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10431/filename/arg-1994-09-30.pdf
arg-1994-10-04,10433,"October 4th, 1994",1994-10-04,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10433/filename/arg-1994-10-04.pdf
arg-1994-10-07,10434,"October 7th, 1994",1994-10-07,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10434/filename/arg-1994-10-07.pdf
arg-1994-10-11,10435,"October 11st, 1994",1994-10-11,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10435/filename/arg-1994-10-11.pdf
arg-1994-10-14,10436,"October 14th, 1994",1994-10-14,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10436/filename/arg-1994-10-14.pdf
arg-1994-10-18,10437,"October 18th, 1994",1994-10-18,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10437/filename/arg-1994-10-18.pdf
arg-1994-10-21,10438,"October 21st, 1994",1994-10-21,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10438/filename/arg-1994-10-21.pdf
arg-1994-10-25,10439,"October 25th, 1994",1994-10-25,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10439/filename/arg-1994-10-25.pdf
arg-1994-10-28,10440,"October 28th, 1994",1994-10-28,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10440/filename/arg-1994-10-28.pdf
arg-1994-11-01,10442,"November 1st, 1994",1994-11-01,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10442/filename/arg-1994-11-01.pdf
arg-1994-11-04,9947,"November 4th, 1994",1994-11-04,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9947/filename/arg-1994-11-04.pdf
arg-1994-11-08,9950,"November 8th, 1994",1994-11-08,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9950/filename/arg-1994-11-08.pdf
arg-1994-11-11,9949,"November 11st, 1994",1994-11-11,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9949/filename/arg-1994-11-11.pdf
arg-1994-11-15,9948,"November 15th, 1994",1994-11-15,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9948/filename/arg-1994-11-15.pdf
arg-1994-11-18,9951,"November 18th, 1994",1994-11-18,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9951/filename/arg-1994-11-18.pdf
arg-1994-11-29,9953,"November 29th, 1994",1994-11-29,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9953/filename/arg-1994-11-29.pdf
arg-1994-12-02,9952,"December 2nd, 1994",1994-12-02,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9952/filename/arg-1994-12-02.pdf
arg-1994-12-06,9955,"December 6th, 1994",1994-12-06,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9955/filename/arg-1994-12-06.pdf
arg-1994-12-09,9954,"December 9th, 1994",1994-12-09,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9954/filename/arg-1994-12-09.pdf
arg-1994-12-13,9956,"December 13rd, 1994",1994-12-13,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9956/filename/arg-1994-12-13.pdf
arg-1994-12-16,9957,"December 16th, 1994",1994-12-16,1994,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9957/filename/arg-1994-12-16.pdf
arg-1995-01-17,9958,"January 17th, 1995",1995-01-17,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9958/filename/arg-1995-01-17.pdf
arg-1995-01-20,9959,"January 20th, 1995",1995-01-20,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9959/filename/arg-1995-01-20.pdf
arg-1995-01-24,9960,"January 24th, 1995",1995-01-24,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9960/filename/arg-1995-01-24.pdf
arg-1995-01-27,9961,"January 27th, 1995",1995-01-27,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9961/filename/arg-1995-01-27.pdf
arg-1995-01-31,9962,"January 31st, 1995",1995-01-31,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9962/filename/arg-1995-01-31.pdf
arg-1995-02-03,9963,"February 3rd, 1995",1995-02-03,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9963/filename/arg-1995-02-03.pdf
arg-1995-02-07,9964,"February 7th, 1995",1995-02-07,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9964/filename/arg-1995-02-07.pdf
arg-1995-02-10,9965,"February 10th, 1995",1995-02-10,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9965/filename/arg-1995-02-10.pdf
arg-1995-02-14,9966,"February 14th, 1995",1995-02-14,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9966/filename/arg-1995-02-14.pdf
arg-1995-02-17,9967,"February 17th, 1995",1995-02-17,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9967/filename/arg-1995-02-17.pdf
arg-1995-02-22,9968,"February 22nd, 1995",1995-02-22,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9968/filename/arg-1995-02-22.pdf
arg-1995-02-24,9969,"February 24th, 1995",1995-02-24,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9969/filename/arg-1995-02-24.pdf
arg-1995-02-28,9970,"February 28th, 1995",1995-02-28,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9970/filename/arg-1995-02-28.pdf
arg-1995-03-03,9971,"March 3rd, 1995",1995-03-03,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9971/filename/arg-1995-03-03.pdf
arg-1995-03-07,9972,"March 7th, 1995",1995-03-07,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9972/filename/arg-1995-03-07.pdf
arg-1995-03-10,9973,"March 10th, 1995",1995-03-10,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9973/filename/arg-1995-03-10.pdf
arg-1995-03-14,9974,"March 14th, 1995",1995-03-14,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9974/filename/arg-1995-03-14.pdf
arg-1995-03-17,9979,"March 17th, 1995",1995-03-17,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9979/filename/arg-1995-03-17.pdf
arg-1995-03-28,10009,"March 28th, 1995",1995-03-28,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10009/filename/arg-1995-03-28.pdf
arg-1995-03-31,10016,"March 31st, 1995",1995-03-31,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10016/filename/arg-1995-03-31.pdf
arg-1995-04-04,9994,"April 4th, 1995",1995-04-04,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9994/filename/arg-1995-04-04.pdf
arg-1995-04-07,10001,"April 7th, 1995",1995-04-07,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10001/filename/arg-1995-04-07.pdf
arg-1995-04-11,10003,"April 11st, 1995",1995-04-11,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10003/filename/arg-1995-04-11.pdf
arg-1995-04-14,10004,"April 14th, 1995",1995-04-14,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10004/filename/arg-1995-04-14.pdf
arg-1995-04-18,10005,"April 18th, 1995",1995-04-18,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10005/filename/arg-1995-04-18.pdf
arg-1995-04-21,10006,"April 21st, 1995",1995-04-21,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10006/filename/arg-1995-04-21.pdf
arg-1995-04-25,10007,"April 25th, 1995",1995-04-25,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10007/filename/arg-1995-04-25.pdf
arg-1995-04-28,10008,"April 28th, 1995",1995-04-28,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10008/filename/arg-1995-04-28.pdf
arg-1995-05-02,10010,"May 2nd, 1995",1995-05-02,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10010/filename/arg-1995-05-02.pdf
arg-1995-05-05,10011,"May 5th, 1995",1995-05-05,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10011/filename/arg-1995-05-05.pdf
arg-1995-05-09,10012,"May 9th, 1995",1995-05-09,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10012/filename/arg-1995-05-09.pdf
arg-1995-05-12,10013,"May 12nd, 1995",1995-05-12,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10013/filename/arg-1995-05-12.pdf
arg-1995-08-25,10014,"August 25th, 1995",1995-08-25,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10014/filename/arg-1995-08-25.pdf
arg-1995-08-29,10015,"August 29th, 1995",1995-08-29,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10015/filename/arg-1995-08-29.pdf
arg-1995-09-01,10020,"September 1st, 1995",1995-09-01,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10020/filename/arg-1995-09-01.pdf
arg-1995-09-06,10030,"September 6th, 1995",1995-09-06,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10030/filename/arg-1995-09-06.pdf
arg-1995-09-08,10032,"September 8th, 1995",1995-09-08,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10032/filename/arg-1995-09-08.pdf
arg-1995-09-12,10017,"September 12nd, 1995",1995-09-12,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10017/filename/arg-1995-09-12.pdf
arg-1995-09-15,10018,"September 15th, 1995",1995-09-15,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10018/filename/arg-1995-09-15.pdf
arg-1995-09-19,10019,"September 19th, 1995",1995-09-19,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10019/filename/arg-1995-09-19.pdf
arg-1995-09-22,10021,"September 22nd, 1995",1995-09-22,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10021/filename/arg-1995-09-22.pdf
arg-1995-09-26,10022,"September 26th, 1995",1995-09-26,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10022/filename/arg-1995-09-26.pdf
arg-1995-09-29,10023,"September 29th, 1995",1995-09-29,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10023/filename/arg-1995-09-29.pdf
arg-1995-10-03,10024,"October 3rd, 1995",1995-10-03,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10024/filename/arg-1995-10-03.pdf
arg-1995-10-06,10025,"October 6th, 1995",1995-10-06,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10025/filename/arg-1995-10-06.pdf
arg-1995-10-10,10026,"October 10th, 1995",1995-10-10,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10026/filename/arg-1995-10-10.pdf
arg-1995-10-13,10027,"October 13rd, 1995",1995-10-13,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10027/filename/arg-1995-10-13.pdf
arg-1995-10-17,10028,"October 17th, 1995",1995-10-17,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10028/filename/arg-1995-10-17.pdf
arg-1995-10-20,10029,"October 20th, 1995",1995-10-20,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10029/filename/arg-1995-10-20.pdf
arg-1995-10-24,10031,"October 24th, 1995",1995-10-24,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10031/filename/arg-1995-10-24.pdf
arg-1995-10-27,10033,"October 27th, 1995",1995-10-27,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10033/filename/arg-1995-10-27.pdf
arg-1995-10-31,10043,"October 31st, 1995",1995-10-31,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10043/filename/arg-1995-10-31.pdf
arg-1995-11-03,10047,"November 3rd, 1995",1995-11-03,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10047/filename/arg-1995-11-03.pdf
arg-1995-11-07,10034,"November 7th, 1995",1995-11-07,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10034/filename/arg-1995-11-07.pdf
arg-1995-11-10,10035,"November 10th, 1995",1995-11-10,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10035/filename/arg-1995-11-10.pdf
arg-1995-11-14,10036,"November 14th, 1995",1995-11-14,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10036/filename/arg-1995-11-14.pdf
arg-1995-11-17,10037,"November 17th, 1995",1995-11-17,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10037/filename/arg-1995-11-17.pdf
arg-1995-11-28,10038,"November 28th, 1995",1995-11-28,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10038/filename/arg-1995-11-28.pdf
arg-1995-12-01,10039,"December 1st, 1995",1995-12-01,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10039/filename/arg-1995-12-01.pdf
arg-1995-12-05,10040,"December 5th, 1995",1995-12-05,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10040/filename/arg-1995-12-05.pdf
arg-1995-12-08,10041,"December 8th, 1995",1995-12-08,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10041/filename/arg-1995-12-08.pdf
arg-1995-12-12,10042,"December 12nd, 1995",1995-12-12,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10042/filename/arg-1995-12-12.pdf
arg-1995-12-15,10044,"December 15th, 1995",1995-12-15,1995,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10044/filename/arg-1995-12-15.pdf
arg-1996-01-16,10045,"January 16th, 1996",1996-01-16,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10045/filename/arg-1996-01-16.pdf
arg-1996-01-19,10046,"January 19th, 1996",1996-01-19,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10046/filename/arg-1996-01-19.pdf
arg-1996-01-23,10048,"January 23rd, 1996",1996-01-23,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10048/filename/arg-1996-01-23.pdf
arg-1996-01-26,10061,"January 26th, 1996",1996-01-26,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10061/filename/arg-1996-01-26.pdf
arg-1996-01-30,10063,"January 30th, 1996",1996-01-30,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10063/filename/arg-1996-01-30.pdf
arg-1996-02-02,10049,"February 2nd, 1996",1996-02-02,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10049/filename/arg-1996-02-02.pdf
arg-1996-02-06,10050,"February 6th, 1996",1996-02-06,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10050/filename/arg-1996-02-06.pdf
arg-1996-02-09,10051,"February 9th, 1996",1996-02-09,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10051/filename/arg-1996-02-09.pdf
arg-1996-02-13,10052,"February 13rd, 1996",1996-02-13,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10052/filename/arg-1996-02-13.pdf
arg-1996-02-16,10053,"February 16th, 1996",1996-02-16,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10053/filename/arg-1996-02-16.pdf
arg-1996-02-21,10054,"February 21st, 1996",1996-02-21,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10054/filename/arg-1996-02-21.pdf
arg-1996-02-23,10055,"February 23rd, 1996",1996-02-23,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10055/filename/arg-1996-02-23.pdf
arg-1996-02-27,10056,"February 27th, 1996",1996-02-27,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10056/filename/arg-1996-02-27.pdf
arg-1996-03-01,10057,"March 1st, 1996",1996-03-01,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10057/filename/arg-1996-03-01.pdf
arg-1996-03-05,10058,"March 5th, 1996",1996-03-05,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10058/filename/arg-1996-03-05.pdf
arg-1996-03-08,10059,"March 8th, 1996",1996-03-08,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10059/filename/arg-1996-03-08.pdf
arg-1996-03-12,10060,"March 12nd, 1996",1996-03-12,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10060/filename/arg-1996-03-12.pdf
arg-1996-03-15,10062,"March 15th, 1996",1996-03-15,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10062/filename/arg-1996-03-15.pdf
arg-1996-03-26,10070,"March 26th, 1996",1996-03-26,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10070/filename/arg-1996-03-26.pdf
arg-1996-03-29,10078,"March 29th, 1996",1996-03-29,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10078/filename/arg-1996-03-29.pdf
arg-1996-04-01,10064,"April 1st, 1996",1996-04-01,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10064/filename/arg-1996-04-01.pdf
arg-1996-04-02,10065,"April 2nd, 1996",1996-04-02,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10065/filename/arg-1996-04-02.pdf
arg-1996-04-05,10066,"April 5th, 1996",1996-04-05,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10066/filename/arg-1996-04-05.pdf
arg-1996-04-09,10067,"April 9th, 1996",1996-04-09,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10067/filename/arg-1996-04-09.pdf
arg-1996-04-12,10068,"April 12nd, 1996",1996-04-12,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10068/filename/arg-1996-04-12.pdf
arg-1996-04-16,10069,"April 16th, 1996",1996-04-16,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10069/filename/arg-1996-04-16.pdf
arg-1996-04-19,10071,"April 19th, 1996",1996-04-19,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10071/filename/arg-1996-04-19.pdf
arg-1996-04-23,10072,"April 23rd, 1996",1996-04-23,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10072/filename/arg-1996-04-23.pdf
arg-1996-04-26,10073,"April 26th, 1996",1996-04-26,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10073/filename/arg-1996-04-26.pdf
arg-1996-04-30,10074,"April 30th, 1996",1996-04-30,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10074/filename/arg-1996-04-30.pdf
arg-1996-05-03,10075,"May 3rd, 1996",1996-05-03,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10075/filename/arg-1996-05-03.pdf
arg-1996-05-07,10076,"May 7th, 1996",1996-05-07,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10076/filename/arg-1996-05-07.pdf
arg-1996-05-10,10077,"May 10th, 1996",1996-05-10,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10077/filename/arg-1996-05-10.pdf
arg-1996-05-30,10080,"May 30th, 1996",1996-05-30,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10080/filename/arg-1996-05-30.pdf
arg-1996-06-05,10090,"June 5th, 1996",1996-06-05,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10090/filename/arg-1996-06-05.pdf
arg-1996-06-12,10094,"June 12nd, 1996",1996-06-12,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10094/filename/arg-1996-06-12.pdf
arg-1996-06-19,10079,"June 19th, 1996",1996-06-19,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10079/filename/arg-1996-06-19.pdf
arg-1996-06-26,10081,"June 26th, 1996",1996-06-26,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10081/filename/arg-1996-06-26.pdf
arg-1996-07-03,10082,"July 3rd, 1996",1996-07-03,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10082/filename/arg-1996-07-03.pdf
arg-1996-07-10,10083,"July 10th, 1996",1996-07-10,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10083/filename/arg-1996-07-10.pdf
arg-1996-07-17,10084,"July 17th, 1996",1996-07-17,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10084/filename/arg-1996-07-17.pdf
arg-1996-07-24,10085,"July 24th, 1996",1996-07-24,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10085/filename/arg-1996-07-24.pdf
arg-1996-07-31,10086,"July 31st, 1996",1996-07-31,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10086/filename/arg-1996-07-31.pdf
arg-1996-08-23,10087,"August 23rd, 1996",1996-08-23,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10087/filename/arg-1996-08-23.pdf
arg-1996-08-27,10088,"August 27th, 1996",1996-08-27,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10088/filename/arg-1996-08-27.pdf
arg-1996-08-30,10089,"August 30th, 1996",1996-08-30,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10089/filename/arg-1996-08-30.pdf
